00138:(21, 23), (61, 69), (62, 69), (22, 23)
00139:(9, 8), (11, 10), (8, 8), (11, 10)
00140:(11, 11), (12, 12), (11, 11), (11, 11)
00142:(28, 25), (14, 14), (28, 28), (14, 14)
00143:(27, 25), (13, 14), (12, 16), (28, 26)
00144:(25, 27), (12, 13), (26, 27), (12, 13)
00146:(30, 28), (12, 14), (25, 28), (12, 14)
00147:(28, 28), (14, 14), (28, 27), (29, 28)
00148:(8, 8), (7, 8), (17, 15), (7, 8)
00149:(10, 9), (10, 9), (9, 8), (11, 10)
00150:(10, 11), (10, 11), (10, 11), (10, 11)
00151:(11, 10), (11, 10), (10, 10), (8, 7)
00154:(29, 25), (91, 75), (93, 75), (31, 25)
00155:(27, 23), (94, 73), (95, 73), (29, 24)
00156:(33, 26), (106, 79), (98, 76), (34, 26)
00157:(78, 65), (83, 68), (86, 68), (28, 23)
00158:(27, 23), (82, 69), (83, 70), (26, 23)
00159:(28, 24), (84, 74), (85, 74), (28, 24)
00160:(28, 23), (85, 71), (86, 71), (28, 24)
00162:(24, 23), (74, 70), (75, 70), (25, 23)
00165:(22, 22), (69, 68), (67, 68), (22, 22)
00166:(23, 22), (16, 15), (89, 84), (15, 15)
00167:(23, 23), (70, 68), (72, 68), (24, 23)
00169:(24, 24), (72, 73), (12, 18), (15, 14)
00170:(80, 68), (79, 69), (57, 57), (26, 23)
00171:(30, 24), (92, 73), (92, 72), (31, 24)
00172:(31, 25), (88, 74), (93, 74), (29, 25)
00176:(32, 24), (81, 74), (97, 72), (29, 23)
00177:(22, 23), (69, 69), (66, 69), (24, 23)
00178:(27, 24), (81, 71), (86, 72), (26, 24)
00183:(29, 23), (91, 71), (87, 70), (30, 24)
00184:(30, 24), (91, 72), (92, 73), (30, 24)
00185:(31, 24), (98, 74), (97, 75), (31, 24)
00186:(58, 70), (63, 70), (66, 72), (23, 24)
00187:(31, 25), (16, 14), (95, 76), (16, 14)
00188:(29, 25), (84, 73), (85, 73), (16, 14)
00191:(25, 23), (78, 71), (79, 72), (25, 23)
00192:(25, 23), (75, 70), (75, 70), (25, 23)
00193:(24, 23), (13, 11), (13, 11), (10, 11)
00194:(30, 25), (91, 75), (92, 75), (30, 25)
00195:(23, 23), (70, 69), (69, 69), (23, 23)
00196:(24, 23), (74, 69), (75, 69), (26, 23)
00197:(22, 24), (66, 71), (64, 71), (22, 24)
00199:(26, 23), (82, 70), (81, 70), (26, 23)
00201:(29, 24), (86, 72), (87, 72), (30, 24)
00203:(29, 24), (87, 72), (88, 73), (29, 24)
00204:(26, 26), (80, 77), (78, 77), (15, 15)
00206:(14, 14), (14, 14), (16, 14), (16, 14)
00209:(29, 24), (85, 72), (85, 72), (28, 24)
00210:(29, 24), (90, 73), (87, 73), (31, 25)
00211:(27, 24), (80, 71), (79, 71), (28, 24)
00212:(23, 23), (72, 69), (69, 69), (24, 23)
00214:(15, 15), (15, 14), (15, 14), (15, 14)
00216:(14, 14), (74, 69), (73, 69), (15, 14)
00217:(26, 24), (14, 15), (84, 73), (13, 14)
00218:(26, 24), (79, 72), (78, 72), (15, 14)
00219:(29, 24), (88, 72), (89, 72), (29, 24)
00220:(27, 23), (83, 69), (82, 69), (27, 23)
00221:(22, 22), (68, 67), (68, 67), (22, 22)
00222:(29, 23), (87, 71), (89, 71), (29, 23)
00227:(30, 24), (89, 71), (91, 71), (30, 24)
00228:(15, 14), (17, 15), (16, 15), (15, 15)
00230:(23, 23), (66, 68), (68, 68), (22, 23)
00231:(30, 24), (95, 74), (93, 74), (29, 24)
00233:(25, 22), (74, 67), (74, 67), (25, 22)
00234:(27, 24), (84, 74), (87, 74), (29, 25)
00235:(26, 24), (77, 71), (77, 71), (25, 23)
00236:(28, 24), (84, 72), (81, 72), (27, 24)
00237:(27, 23), (84, 71), (87, 73), (27, 23)
00238:(23, 23), (71, 71), (71, 71), (24, 23)
00239:(27, 24), (78, 70), (82, 71), (26, 23)
00240:(28, 23), (89, 71), (88, 72), (29, 23)
00241:(27, 24), (80, 71), (87, 73), (28, 24)
00242:(28, 23), (86, 70), (83, 70), (28, 23)
00243:(13, 11), (12, 11), (13, 11), (12, 11)
00245:(27, 23), (83, 70), (82, 70), (26, 23)
00246:(30, 24), (85, 73), (92, 74), (29, 24)
00247:(24, 22), (76, 68), (78, 68), (25, 22)
00249:(24, 23), (74, 70), (75, 71), (24, 23)
00250:(31, 24), (79, 74), (79, 74), (30, 23)
00251:(26, 24), (81, 73), (83, 73), (26, 24)
00253:(22, 23), (65, 69), (67, 69), (22, 23)
00254:(25, 23), (79, 70), (78, 70), (27, 23)
00258:(26, 23), (14, 14), (14, 14), (14, 14)
00259:(32, 24), (96, 73), (96, 73), (32, 24)
00260:(28, 24), (85, 76), (85, 74), (26, 24)
00261:(29, 24), (99, 81), (99, 81), (29, 24)
00262:(31, 25), (15, 14), (16, 14), (15, 14)
00263:(24, 23), (74, 71), (77, 72), (25, 24)
00266:(23, 23), (87, 70), (86, 70), (16, 14)
00267:(21, 23), (68, 70), (63, 69), (23, 23)
00269:(28, 24), (80, 71), (83, 71), (28, 24)
00270:(11, 11), (13, 11), (11, 11), (11, 11)
00271:(30, 24), (91, 73), (91, 73), (30, 24)
00273:(20, 22), (62, 66), (61, 66), (23, 22)
00274:(26, 22), (83, 68), (83, 68), (28, 23)
00275:(15, 13), (15, 13), (15, 13), (15, 13)
00280:(30, 24), (93, 74), (93, 73), (31, 24)
00281:(27, 24), (14, 13), (85, 72), (15, 14)
00282:(28, 24), (87, 73), (87, 73), (27, 24)
00283:(32, 25), (96, 75), (95, 75), (33, 25)
00284:(27, 24), (81, 71), (86, 72), (28, 24)
00285:(28, 23), (87, 70), (87, 70), (28, 23)
00286:(28, 25), (88, 75), (94, 76), (29, 25)
00288:(29, 24), (82, 71), (92, 72), (27, 23)
00289:(31, 24), (95, 74), (97, 75), (31, 24)
00290:(23, 24), (76, 72), (83, 74), (26, 24)
00291:(25, 24), (15, 14), (15, 14), (16, 15)
00293:(24, 23), (72, 71), (77, 71), (24, 23)
00294:(13, 13), (14, 14), (14, 14), (15, 15)
00296:(30, 24), (90, 72), (91, 72), (29, 24)
00297:(27, 23), (85, 70), (84, 70), (27, 23)
00298:(26, 23), (76, 69), (81, 69), (25, 23)
00299:(26, 24), (73, 71), (79, 73), (15, 14)
00300:(31, 25), (96, 76), (103, 79), (31, 25)
00301:(24, 24), (72, 72), (73, 72), (27, 24)
00303:(30, 24), (93, 74), (93, 74), (31, 25)
00304:(27, 23), (83, 71), (87, 71), (27, 23)
00305:(29, 23), (88, 69), (88, 70), (31, 24)
00306:(22, 22), (65, 68), (68, 68), (23, 23)
00308:(22, 23), (70, 69), (68, 69), (23, 23)
00309:(31, 24), (93, 72), (92, 72), (29, 23)
00310:(31, 24), (95, 73), (98, 74), (30, 24)
00311:(26, 23), (81, 70), (82, 70), (28, 23)
00312:(26, 23), (14, 14), (77, 70), (14, 14)
00313:(24, 23), (80, 71), (77, 71), (26, 24)
00314:(27, 23), (87, 73), (87, 73), (28, 24)
00316:(30, 25), (91, 75), (96, 76), (30, 25)
00317:(16, 15), (14, 15), (14, 15), (14, 15)
00318:(26, 24), (81, 73), (82, 74), (26, 24)
00320:(23, 24), (68, 71), (74, 71), (22, 23)
00321:(20, 23), (63, 71), (67, 71), (23, 24)
00322:(24, 23), (71, 69), (76, 70), (25, 23)
00324:(27, 23), (84, 71), (84, 71), (28, 24)
00325:(33, 26), (18, 15), (96, 76), (17, 15)
00327:(23, 23), (71, 70), (70, 70), (25, 24)
00328:(23, 23), (70, 70), (69, 69), (24, 23)
00329:(23, 22), (70, 68), (74, 68), (24, 23)
00331:(24, 24), (70, 71), (71, 72), (13, 14)
00332:(20, 21), (63, 63), (64, 63), (21, 21)
00334:(27, 24), (88, 74), (88, 74), (28, 24)
00336:(33, 25), (99, 76), (100, 76), (33, 25)
00338:(28, 24), (15, 14), (16, 15), (15, 14)
00339:(29, 24), (91, 73), (92, 73), (30, 24)
00340:(24, 23), (76, 70), (77, 70), (26, 23)
00341:(23, 22), (68, 67), (69, 67), (25, 22)
00343:(27, 24), (83, 71), (83, 71), (27, 23)
00344:(27, 24), (88, 73), (85, 72), (29, 24)
00346:(26, 23), (82, 69), (81, 68), (27, 23)
00347:(26, 24), (80, 71), (80, 71), (26, 23)
00348:(27, 23), (95, 79), (93, 78), (28, 23)
00349:(26, 22), (15, 13), (15, 13), (14, 13)
00350:(14, 12), (15, 13), (81, 69), (15, 13)
00351:(18, 18), (84, 68), (84, 68), (12, 13)
00352:(25, 22), (75, 67), (72, 65), (25, 23)
00353:(28, 24), (51, 68), (90, 72), (30, 24)
00356:(24, 22), (74, 67), (75, 67), (26, 22)
00359:(30, 24), (90, 72), (89, 72), (28, 24)
00360:(27, 23), (83, 69), (85, 69), (29, 23)
00364:(29, 23), (85, 70), (86, 70), (28, 23)
00366:(23, 23), (16, 15), (74, 70), (15, 15)
00367:(25, 24), (77, 72), (36, 29), (26, 24)
00369:(29, 23), (14, 13), (91, 70), (14, 12)
00370:(21, 22), (65, 66), (68, 66), (22, 22)
00371:(28, 24), (83, 71), (83, 71), (28, 23)
00373:(26, 24), (80, 71), (81, 72), (27, 24)
00376:(26, 23), (88, 72), (87, 72), (27, 24)
00377:(27, 22), (15, 13), (15, 13), (16, 13)
00378:(25, 24), (76, 72), (77, 72), (25, 24)
00379:(22, 23), (67, 69), (66, 69), (23, 23)
00380:(23, 23), (77, 70), (79, 71), (27, 23)
00382:(30, 24), (92, 74), (93, 74), (31, 24)
00383:(31, 23), (16, 14), (91, 70), (17, 14)
00386:(25, 24), (81, 78), (84, 78), (27, 23)
00387:(23, 21), (72, 64), (70, 64), (23, 21)
00388:(17, 15), (17, 15), (17, 14), (19, 15)
00389:(28, 23), (86, 69), (84, 69), (29, 23)
00390:(27, 23), (86, 72), (89, 72), (28, 24)
00391:(25, 24), (77, 72), (77, 72), (26, 24)
00392:(28, 23), (89, 69), (87, 70), (29, 23)
00395:(27, 23), (81, 70), (82, 70), (26, 23)
00397:(29, 24), (95, 75), (91, 74), (29, 24)
00399:(25, 23), (75, 70), (76, 69), (26, 23)
00400:(32, 26), (102, 79), (98, 78), (33, 26)
00401:(29, 24), (86, 72), (89, 72), (28, 24)
00402:(24, 24), (78, 73), (82, 74), (28, 25)
00403:(15, 13), (16, 14), (88, 70), (16, 14)
00404:(24, 24), (77, 72), (76, 72), (25, 24)
00405:(11, 12), (12, 11), (11, 11), (11, 11)
00406:(27, 23), (89, 73), (88, 73), (29, 24)
00407:(27, 24), (82, 72), (84, 72), (28, 24)
00408:(22, 23), (68, 71), (71, 71), (23, 24)
00409:(28, 24), (87, 74), (88, 74), (29, 25)
00410:(26, 23), (81, 70), (80, 70), (26, 23)
00412:(23, 23), (71, 69), (70, 69), (23, 23)
00413:(27, 23), (75, 67), (82, 69), (26, 23)
00414:(83, 72), (90, 74), (92, 75), (26, 24)
00416:(27, 25), (93, 76), (88, 76), (29, 25)
00417:(26, 23), (75, 69), (76, 69), (26, 23)
00418:(25, 22), (14, 12), (87, 70), (18, 14)
00419:(23, 22), (71, 68), (72, 68), (26, 23)
00421:(26, 24), (78, 72), (78, 72), (25, 24)
00423:(28, 24), (84, 72), (85, 72), (29, 24)
00425:(31, 25), (104, 84), (97, 81), (30, 24)
00426:(29, 24), (94, 74), (89, 72), (30, 24)
00429:(11, 11), (12, 12), (11, 11), (13, 12)
00430:(23, 23), (66, 69), (69, 70), (22, 23)
00431:(28, 24), (79, 72), (91, 75), (31, 25)
00432:(31, 25), (91, 75), (94, 76), (30, 25)
00433:(29, 24), (87, 71), (91, 72), (31, 24)
00436:(11, 11), (11, 11), (11, 11), (12, 11)
00440:(31, 24), (94, 73), (93, 73), (31, 24)
00441:(13, 15), (14, 15), (14, 15), (14, 15)
00442:(13, 13), (71, 69), (69, 68), (36, 34)
00443:(9, 10), (8, 9), (48, 46), (9, 9)
00444:(12, 13), (11, 12), (73, 70), (10, 10)
00445:(9, 10), (121, 105), (122, 112), (9, 10)
00446:(11, 11), (11, 11), (66, 63), (11, 11)
00449:(11, 13), (11, 13), (63, 71), (11, 13)
00451:(14, 14), (73, 70), (72, 69), (36, 35)
00452:(9, 11), (62, 67), (63, 67), (9, 11)
00454:(11, 11), (79, 67), (78, 67), (11, 11)
00455:(9, 10), (11, 12), (11, 11), (10, 11)
00456:(12, 12), (12, 12), (63, 72), (12, 12)
00457:(10, 10), (10, 10), (65, 69), (9, 10)
00459:(14, 13), (9, 9), (9, 9), (9, 9)
00464:(59, 78), (111, 119), (27, 36), (33, 35)
00466:(101, 136), (17, 14), (142, 124), (43, 37)
00468:(63, 82), (88, 72), (69, 81), (71, 67)
00469:(53, 74), (15, 14), (63, 88), (167, 136)
00470:(48, 73), (14, 14), (80, 70), (110, 141)
00472:(52, 74), (76, 71), (76, 71), (154, 137)
00477:(56, 72), (13, 14), (71, 85), (114, 142)
00478:(71, 71), (61, 67), (60, 67), (154, 138)
00479:(53, 72), (58, 49), (77, 64), (106, 85)
00480:(98, 75), (105, 118), (100, 116), (66, 65)
00481:(55, 74), (13, 14), (31, 44), (151, 137)
00483:(57, 78), (13, 14), (107, 116), (158, 142)
00485:(51, 71), (61, 65), (63, 65), (117, 133)
00488:(53, 76), (70, 69), (65, 67), (148, 137)
00491:(97, 152), (14, 14), (115, 121), (111, 136)
00493:(53, 71), (12, 13), (107, 110), (124, 137)
00494:(61, 68), (92, 72), (89, 72), (176, 143)
00495:(66, 88), (63, 69), (66, 69), (128, 138)
00496:(63, 56), (79, 73), (79, 73), (141, 135)
00498:(39, 36), (15, 14), (33, 43), (39, 37)
00499:(96, 74), (68, 73), (70, 73), (175, 146)
00500:(97, 77), (113, 110), (112, 111), (46, 63)
00501:(53, 71), (85, 70), (86, 71), (115, 133)
00502:(60, 73), (133, 129), (39, 41), (34, 44)
00504:(50, 75), (99, 116), (69, 70), (152, 134)
00505:(50, 72), (13, 14), (64, 68), (104, 141)
00506:(98, 76), (12, 14), (38, 35), (157, 143)
00507:(94, 73), (11, 13), (30, 43), (31, 34)
00510:(55, 77), (64, 71), (65, 72), (114, 131)
00511:(61, 76), (139, 120), (40, 46), (131, 146)
00512:(45, 71), (104, 110), (107, 111), (66, 60)
00513:(60, 78), (122, 119), (128, 120), (58, 65)
00514:(52, 69), (85, 72), (75, 71), (108, 143)
00516:(51, 70), (14, 14), (68, 69), (132, 137)
00517:(50, 74), (13, 14), (29, 37), (127, 149)
00518:(50, 76), (77, 69), (74, 69), (115, 133)
00519:(51, 75), (69, 73), (57, 69), (119, 138)
00520:(54, 72), (84, 70), (85, 70), (125, 137)
00523:(49, 73), (103, 111), (31, 34), (56, 62)
00524:(56, 74), (70, 65), (74, 66), (149, 130)
00525:(107, 147), (16, 14), (30, 36), (46, 38)
00526:(55, 80), (62, 69), (60, 69), (164, 145)
00528:(55, 81), (11, 14), (62, 73), (137, 149)
00529:(50, 75), (111, 119), (30, 45), (33, 35)
00530:(81, 73), (12, 14), (43, 47), (75, 71)
00532:(42, 36), (17, 15), (36, 44), (41, 36)
00533:(53, 72), (54, 49), (51, 48), (49, 57)
00537:(53, 76), (72, 73), (74, 73), (144, 142)
00538:(57, 70), (149, 119), (148, 119), (57, 60)
00539:(41, 56), (57, 86), (63, 69), (140, 133)
00540:(55, 69), (108, 100), (108, 100), (64, 88)
00542:(48, 68), (89, 72), (85, 71), (148, 141)
00543:(51, 75), (124, 119), (29, 33), (54, 61)
00544:(53, 72), (80, 70), (74, 70), (171, 143)
00545:(52, 70), (135, 111), (135, 111), (47, 63)
00547:(53, 71), (138, 123), (36, 35), (32, 43)
00548:(37, 33), (15, 14), (30, 45), (150, 134)
00549:(56, 75), (12, 14), (33, 34), (133, 136)
00550:(51, 73), (105, 110), (104, 110), (52, 60)
00551:(55, 68), (79, 72), (76, 72), (148, 146)
00552:(43, 35), (15, 15), (132, 124), (32, 43)
00554:(121, 134), (16, 14), (136, 131), (150, 144)
00555:(53, 79), (61, 69), (52, 79), (167, 138)
00556:(54, 76), (68, 93), (62, 70), (121, 145)
00557:(37, 34), (14, 13), (125, 114), (30, 43)
00558:(63, 76), (159, 125), (129, 117), (171, 143)
00559:(40, 34), (16, 14), (40, 35), (44, 36)
00561:(183, 157), (36, 33), (33, 33), (62, 66)
00563:(152, 146), (33, 34), (34, 34), (65, 65)
00564:(131, 143), (30, 31), (29, 31), (72, 66)
00565:(182, 153), (42, 35), (40, 35), (76, 68)
00567:(26, 24), (52, 48), (52, 48), (38, 35)
00568:(20, 24), (12, 11), (40, 48), (30, 35)
00569:(11, 10), (55, 45), (57, 45), (31, 24)
00570:(16, 17), (8, 9), (8, 9), (33, 30)
00571:(6, 7), (6, 7), (5, 7), (5, 7)
00572:(22, 22), (8, 10), (48, 45), (34, 33)
00574:(27, 23), (56, 47), (55, 47), (40, 35)
00575:(9, 10), (9, 10), (9, 10), (9, 10)
00576:(23, 21), (47, 44), (17, 16), (36, 33)
00577:(26, 23), (53, 46), (53, 46), (37, 34)
00578:(13, 11), (10, 11), (15, 14), (13, 11)
00579:(22, 23), (45, 47), (45, 47), (33, 35)
00581:(39, 34), (10, 11), (45, 37), (37, 33)
00582:(20, 16), (13, 12), (62, 59), (22, 21)
00583:(10, 11), (11, 11), (10, 11), (11, 11)
00584:(7, 8), (11, 10), (7, 8), (7, 8)
00586:(23, 23), (46, 46), (47, 46), (34, 34)
00587:(23, 23), (14, 11), (53, 48), (35, 35)
00588:(26, 22), (53, 45), (54, 45), (40, 33)
00589:(6, 7), (7, 9), (8, 7), (7, 7)
00590:(10, 11), (46, 46), (46, 46), (12, 11)
00591:(23, 23), (49, 47), (48, 47), (35, 35)
00593:(25, 23), (12, 11), (51, 46), (37, 35)
00594:(20, 22), (11, 11), (39, 43), (31, 33)
00596:(24, 24), (13, 11), (49, 47), (37, 36)
00597:(26, 23), (52, 47), (52, 47), (38, 35)
00598:(20, 24), (40, 47), (41, 48), (30, 35)
00599:(23, 21), (53, 45), (55, 45), (40, 34)
00601:(53, 70), (78, 70), (77, 70), (181, 145)
00602:(84, 67), (78, 64), (78, 65), (138, 131)
00604:(59, 73), (89, 74), (91, 75), (171, 137)
00605:(50, 70), (75, 73), (70, 73), (157, 148)
00606:(54, 79), (62, 70), (61, 70), (178, 144)
00607:(84, 68), (29, 24), (73, 81), (85, 68)
00608:(74, 69), (16, 14), (68, 96), (152, 139)
00610:(48, 74), (57, 89), (58, 89), (167, 143)
00611:(50, 67), (84, 70), (84, 70), (100, 131)
00612:(99, 75), (118, 118), (120, 117), (59, 56)
00613:(43, 71), (60, 67), (60, 66), (160, 132)
00615:(68, 88), (137, 118), (133, 118), (127, 134)
00616:(59, 73), (81, 75), (81, 75), (147, 138)
00618:(65, 69), (94, 75), (96, 75), (168, 141)
00619:(47, 70), (69, 70), (66, 69), (146, 138)
00620:(92, 72), (114, 120), (113, 120), (58, 62)
00621:(56, 75), (71, 71), (72, 71), (158, 139)
00622:(49, 70), (67, 68), (65, 68), (139, 130)
00623:(53, 75), (71, 73), (69, 73), (125, 139)
00624:(62, 71), (147, 111), (143, 109), (71, 84)
00625:(57, 80), (65, 74), (75, 75), (113, 151)
00626:(51, 78), (73, 74), (80, 74), (146, 140)
00628:(51, 74), (69, 75), (71, 75), (165, 136)
00630:(44, 68), (68, 73), (69, 72), (134, 147)
00631:(50, 74), (75, 71), (73, 71), (144, 144)
00636:(56, 73), (86, 71), (88, 72), (156, 140)
00638:(54, 70), (83, 74), (83, 74), (67, 60)
00639:(95, 74), (11, 12), (94, 104), (163, 135)
00640:(58, 70), (91, 75), (91, 74), (169, 144)
00641:(54, 72), (81, 71), (83, 72), (110, 141)
00642:(48, 71), (74, 69), (74, 69), (48, 57)
00645:(47, 74), (68, 68), (67, 68), (169, 141)
00646:(53, 73), (71, 69), (74, 69), (170, 151)
00649:(50, 75), (54, 67), (55, 68), (122, 136)
00650:(59, 64), (19, 15), (72, 76), (108, 134)
00651:(51, 72), (84, 73), (80, 72), (104, 137)
00652:(85, 126), (54, 60), (54, 59), (122, 104)
00654:(53, 72), (123, 113), (100, 114), (74, 61)
00655:(73, 76), (59, 69), (59, 69), (117, 153)
00656:(79, 120), (66, 66), (65, 66), (116, 104)
00657:(45, 72), (71, 72), (72, 73), (150, 141)
00658:(48, 76), (60, 70), (59, 70), (154, 147)
00659:(91, 73), (124, 111), (131, 113), (63, 62)
00661:(56, 72), (84, 73), (87, 73), (150, 133)
00663:(51, 70), (75, 73), (75, 73), (191, 152)
00667:(55, 73), (68, 71), (67, 71), (113, 142)
00668:(112, 152), (14, 14), (111, 115), (145, 133)
00674:(52, 69), (97, 75), (98, 76), (120, 134)
00675:(55, 76), (65, 75), (67, 90), (108, 141)
00676:(53, 71), (84, 73), (83, 74), (120, 139)
00677:(55, 75), (90, 75), (88, 75), (171, 139)
00679:(105, 117), (69, 60), (71, 59), (113, 91)
00680:(133, 122), (74, 72), (73, 72), (88, 81)
00682:(54, 74), (46, 47), (45, 47), (84, 70)
00683:(49, 76), (68, 72), (86, 91), (120, 145)
00684:(47, 68), (65, 69), (68, 69), (163, 135)
00685:(50, 76), (72, 70), (67, 70), (110, 136)
00686:(60, 76), (15, 13), (139, 117), (174, 146)
00687:(51, 69), (86, 74), (83, 74), (63, 62)
00688:(54, 80), (66, 69), (67, 69), (162, 139)
00690:(57, 74), (86, 71), (88, 71), (108, 135)
00691:(46, 60), (135, 135), (137, 135), (95, 109)
00692:(79, 79), (61, 71), (65, 96), (182, 149)
00693:(51, 66), (94, 73), (95, 74), (117, 134)
00694:(54, 71), (70, 68), (70, 69), (124, 133)
00697:(48, 65), (82, 72), (80, 72), (183, 147)
00698:(60, 78), (84, 73), (84, 73), (168, 140)
00703:(59, 76), (73, 72), (77, 72), (135, 139)
00704:(48, 69), (12, 13), (108, 108), (133, 133)
00705:(108, 157), (42, 48), (104, 121), (184, 151)
00706:(50, 65), (69, 73), (70, 73), (51, 72)
00707:(147, 125), (61, 68), (61, 68), (96, 83)
00708:(50, 72), (13, 14), (118, 114), (63, 58)
00709:(0, 0), (106, 111), (108, 111), (68, 62)
00714:(67, 72), (24, 23), (52, 85), (78, 67)
00715:(54, 73), (72, 71), (71, 71), (164, 139)
00716:(50, 71), (71, 72), (72, 72), (146, 139)
00718:(54, 75), (89, 75), (88, 74), (171, 147)
00723:(57, 69), (133, 135), (139, 135), (131, 116)
00724:(52, 73), (117, 118), (118, 117), (57, 57)
00725:(49, 69), (62, 68), (61, 68), (109, 137)
00727:(42, 69), (12, 13), (66, 66), (180, 140)
00728:(88, 73), (150, 122), (149, 122), (79, 65)
00729:(48, 73), (63, 64), (63, 64), (135, 107)
00730:(102, 135), (10, 10), (146, 119), (179, 141)
